type,amount,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
CASH_IN,168451.53,198491.56,707354.01,247063.16,0
CASH_IN,123545.77,322037.33,1739653.99,1114787.21,0
CASH_IN,28463.91,350501.24,380057.08,353532.56,0
CASH_IN,42012.45,350501.24,350501.24,9291619.62,0
CASH_IN,170686.08,521187.32,273169.81,69756.86,0
CASH_IN,283561.25,804748.56,504228.28,157982.12,0
CASH_IN,215742.75,1020491.31,1616108.22,1114787.21,0
CASH_IN,56869.53,1077360.84,179620.02,122750.49,0
CASH_IN,13553.79,1090914.63,722161.86,708608.07,0
CASH_IN,192461.6,1283376.23,380847.76,122027.28,0
CASH_IN,357220.77,1640596.99,950671.27,593737.38,0
CASH_IN,32726.88,1673323.87,102483.74,69756.86,0
CASH_IN,28212.4,1701536.27,61220.85,33008.44,0
CASH_IN,141632.37,2204166.47,233940.02,92307.65,0
CASH_IN,332359.2,2536525.67,1411244.12,1254956.07,0
CASH_IN,78423.86,2614949.53,962334.09,971418.91,0
CASH_IN,131011.3,2745960.83,228275.07,97263.78,0
CASH_IN,65934.11,3092929.75,784048.39,557537.26,0
CASH_IN,336237.38,3429167.12,3890536.65,3554299.27,0
CASH_IN,293530.31,3722697.43,308905.68,15375.37,0
CASH_IN,551607.7,4274305.14,2646673.85,2025098.66,0
CASH_IN,80448.13,4354753.26,124139.21,43691.09,0
CASH_IN,58447.8,4413201.07,141036.89,16997.22,0
CASH_IN,36860.96,4450062.03,241683.81,204822.85,0
CASH_IN,99295.78,4549357.8,3560961.83,3461666.05,0
CASH_IN,49031.62,4598389.42,378578.48,387263.02,0
CASH_IN,134469.08,4732858.5,669906.01,97128.19,0
CASH_IN,265098.67,4997957.17,303300.81,502480.02,0
CASH_IN,266803.57,5330352.61,535436.92,97128.19,0
CASH_IN,616461.19,5946813.8,10648522.43,9940339.29,0
CASH_IN,80487.01,6027300.81,358002.06,277515.05,0
CASH_IN,46442.24,6073743.04,101427.29,54985.05,0
CASH_IN,50137.65,6123880.69,318295.22,67268.02,0
CASH_IN,201342.13,6869810.21,268157.57,67268.02,0
CASH_IN,28625.92,6898436.13,302665.03,217862.21,0
CASH_IN,125492.59,7023928.71,1562180.78,1015132.48,0
CASH_IN,82550.39,7106479.1,1445918.89,1363368.51,0
CASH_IN,114275.55,7220754.65,272709.33,158433.78,0
CASH_IN,131250.53,7395911.97,272361.15,141110.62,0
CASH_IN,8921.26,7693410.1,14149.13,5227.86,0
CASH_IN,91721.95,7785132.05,10032061.25,9940339.29,0
CASH_IN,94096.34,7879228.39,1624290.41,1186556.81,0
CASH_IN,51311.41,8088504.7,269173.62,217862.21,0
CASH_IN,15069.79,8150331.93,17082.91,1229.81,0
CASH_IN,783.31,8151115.24,2013.12,1229.81,0
CASH_IN,25927.54,8177042.78,129337.61,60738.03,0
CASH_IN,42672.03,8219714.81,103410.07,60738.03,0
CASH_IN,49236.53,8268951.34,307336.68,95508.95,0
CASH_IN,16236.25,8285187.59,316204.61,139915.18,0
CASH_IN,276772.02,8561959.61,19445976.95,19169204.93,0
CASH_IN,95956.43,8657916.04,883910.23,971418.91,0
CASH_IN,632840.5,9290756.54,6498873.04,5515763.34,0
CASH_IN,863.08,9291619.62,5577.88,4714.8,0
PAYMENT,4058.66,0,0,0,0
PAYMENT,12040.95,0,0,0,0
PAYMENT,4685.16,359257.15,0,0,0
CASH_OUT,218499.73,140757.42,3201603.35,3420103.09,0
CASH_OUT,107440.87,33316.54,266398.11,373838.99,0
PAYMENT,5055.39,45762.61,0,0,0
PAYMENT,4412.45,53944.23,0,0,0
PAYMENT,14736.92,39207.31,0,0,0
CASH_OUT,222321.36,0,4871627.98,3997768.55,0
PAYMENT,6226.79,0,0,0,0
PAYMENT,6490.69,8212.31,0,0,0
PAYMENT,7837.56,33535.44,0,0,0
TRANSFER,46961.7,77710.3,11342,42900.67,0
TRANSFER,373610.77,0,38202.14,502480.02,0
TRANSFER,90667.11,0,411812.91,502480.02,0
CASH_OUT,549884.88,0,9576311.43,10588885.27,0
PAYMENT,6350.75,13720.25,0,0,0
PAYMENT,2261.94,9086.06,0,0,0
CASH_OUT,219630.79,0,29186.69,248817.48,0
PAYMENT,2349.71,0,0,0,0
CASH_OUT,512866.85,0,762012.3,1268668.92,0
PAYMENT,4280.41,249256.59,0,0,0
PAYMENT,471.01,36144.99,0,0,0
DEBIT,1939.39,0,351593.17,353532.56,0
PAYMENT,2399.75,17507.25,0,0,0
TRANSFER,156232.74,0,6419052.84,6453430.91,0
PAYMENT,331.4,17092.25,0,0,0
PAYMENT,3603.99,0,0,0,0
CASH_OUT,68051.17,0,1078884.91,1254956.07,0
PAYMENT,6990.18,53921.13,0,0,0
PAYMENT,11020.46,42900.67,0,0,0
TRANSFER,194415.49,0,362.44,6706.68,0
PAYMENT,6111.1,25462.9,0,0,0
PAYMENT,7991.07,56685.08,0,0,0
CASH_IN,78772.04,435433.91,146534.96,67762.92,0
CASH_IN,187256.62,521018.57,521018.57,4891090.56,0
CASH_IN,629989.76,1151008.33,11395250.73,10681238.79,0
CASH_IN,27948.65,1207982.87,30557.29,2608.64,0
CASH_IN,91223.06,1299205.93,1270031.2,1178808.14,0
CASH_IN,62684.91,1361890.84,220667.03,157982.12,0
CASH_IN,374419.58,2091563.17,5093949.34,3997768.55,0
CASH_IN,71151.31,2162714.48,336243.67,265092.36,0
CASH_IN,346761.87,2575835.23,767708.73,420946.86,0
CASH_IN,291839.31,2867674.55,538902.48,247063.16,0
CASH_IN,285578.26,3153252.8,1400365.47,1114787.21,0
CASH_IN,193448.55,4020284.55,1875536.09,1412484.09,0
CASH_IN,90380.34,4444757.44,221127.9,130747.56,0
CASH_IN,286279.93,4891090.56,1530194.07,1186556.81,0
PAYMENT,3879.16,7430.94,0,0,0
CASH_IN,240680.1,406594.14,4860478.66,4619798.56,0
CASH_IN,42198.41,448792.55,49029.24,6830.83,0
CASH_IN,421555.71,1150752.08,1436688.2,1015132.48,0
CASH_IN,150550.59,1301302.67,328670.75,178120.16,0
CASH_IN,269603.45,1654059.36,1682087.54,1412484.09,0
CASH_IN,188071.25,1842130.61,194777.92,6706.68,0
CASH_IN,121854.66,2600728.62,6575285.57,6453430.91,0
CASH_IN,428248.35,3060634.26,928880.06,500631.71,0
CASH_IN,226945.73,3869924.93,651196.18,424250.45,0
CASH_IN,171505.17,4041430.1,268633.35,97128.19,0
CASH_IN,184547.7,4225977.8,2209646.36,2025098.66,0
CASH_IN,155608.53,4381586.33,371459.81,215851.28,0
CASH_IN,69865.39,4451451.72,5585628.72,5515763.34,0
CASH_IN,411935.8,4908042.98,2519713.91,2107778.11,0
CASH_IN,84022.18,5544877.62,10765260.97,10681238.79,0
CASH_IN,57357.33,5602234.95,1243914.14,1186556.81,0
DEBIT,286.87,2727.13,593450.51,593737.38,0
PAYMENT,11068.42,244744.34,0,0,0
PAYMENT,3524.08,241220.25,0,0,0
PAYMENT,11430.86,0,0,0,0
PAYMENT,8271.42,33758.58,0,0,0
DEBIT,452.57,61943.43,66815.45,67268.02,0
TRANSFER,200612.49,0,696538.35,897150.84,0
PAYMENT,4253.87,173419.08,0,0,0
PAYMENT,22940.17,146859.56,0,0,0
PAYMENT,5376.67,141482.89,0,0,0
PAYMENT,6822.41,134660.49,0,0,0
PAYMENT,9855.76,124804.72,0,0,0
PAYMENT,186.22,124618.5,0,0,0
PAYMENT,4189.31,120429.2,0,0,0
PAYMENT,26784.93,93644.26,0,0,0
PAYMENT,2765.61,86254.85,0,0,0
PAYMENT,1637.53,84617.31,0,0,0
PAYMENT,2893.12,81724.2,0,0,0
PAYMENT,8246.79,73477.41,0,0,0
PAYMENT,24174.02,49303.38,0,0,0
PAYMENT,2369.48,41593.62,0,0,0
PAYMENT,3009.63,38583.99,0,0,0
PAYMENT,32535.91,6048.08,0,0,0
PAYMENT,5230.88,817.21,0,0,0
PAYMENT,163.72,121659.28,0,0,0
PAYMENT,2388.85,37548.15,0,0,0
PAYMENT,6980.56,711133.71,0,0,0
CASH_OUT,153596.45,557537.26,1954368.93,2107965.39,0
PAYMENT,1928.87,0,0,0,0
PAYMENT,884.42,47075.58,0,0,0
DEBIT,2655.04,18558.96,1116396.05,1268668.92,0
TRANSFER,36010.9,0,371287.33,407298.23,0
TRANSFER,57716.15,0,329546.87,387263.02,0
PAYMENT,4074.2,715107.8,0,0,0
TRANSFER,601898.44,0,0,601898.44,0
PAYMENT,4601.56,45069.44,0,0,0
PAYMENT,2286.28,113505.72,0,0,0
PAYMENT,10855.04,50877.96,0,0,0
PAYMENT,4887.09,0,0,0,0
PAYMENT,637.26,53623.65,0,0,0
TRANSFER,149617.83,0,1119051.09,1268668.92,0
PAYMENT,5509.5,62279.5,0,0,0
PAYMENT,7059.05,2055866.56,0,0,0
CASH_OUT,462688.96,1593177.6,10126196.31,10588885.27,0
TRANSFER,383533.35,0,0,383533.35,0
PAYMENT,2270.53,38949.47,0,0,0
PAYMENT,952.08,0,0,0,0
PAYMENT,7855.62,0,0,0,0
TRANSFER,347391.16,0,13993,637928.74,0
PAYMENT,10255.93,10158.07,0,0,0
PAYMENT,2288.61,43522.39,0,0,0
PAYMENT,5674.62,1180882.19,0,0,0
PAYMENT,4546.83,1176335.36,0,0,0
PAYMENT,3697.26,1149402.32,0,0,0
PAYMENT,4377.04,1143809.42,0,0,0
PAYMENT,5899.63,1137909.8,0,0,0
PAYMENT,10972.97,1114808.04,0,0,0
PAYMENT,22941.92,1077708.98,0,0,0
PAYMENT,62820.46,1000664.71,0,0,0
PAYMENT,6001.21,994663.5,0,0,0
PAYMENT,12273.24,982390.26,0,0,0
PAYMENT,594.09,81899.91,0,0,0
TRANSFER,145515.24,0,265092.36,45982.28,0
PAYMENT,6598.82,98178.18,0,0,0
TRANSFER,15326.3,90540.7,0,15326.3,0
PAYMENT,6705.75,29059.25,0,0,0
PAYMENT,6848.97,15115.03,0,0,0
PAYMENT,1130.44,153924.56,0,0,0
PAYMENT,2279.92,205392.08,0,0,0
PAYMENT,6913.46,75522.54,0,0,0
DEBIT,3837.3,21753.7,50670,47923.33,0
DEBIT,2589.19,274925.86,57472.15,0,0
PAYMENT,2232.83,213274.17,0,0,0
PAYMENT,2221.22,57840.12,0,0,0
CASH_OUT,214202.66,0,965870.05,744264.96,0
PAYMENT,2387.09,0,0,0,0
PAYMENT,6433.58,115593.7,0,0,0
CASH_OUT,136564.27,0,5515763.34,6609667.12,0
PAYMENT,9800.44,109346.56,0,0,0
DEBIT,6983.76,4179.24,9114,20285.79,0
PAYMENT,2064.34,21401.66,0,0,0
PAYMENT,10019.06,0,0,0,0
PAYMENT,6650,0,0,0,0
PAYMENT,9591.5,213221.5,0,0,0
PAYMENT,727.25,81291.75,0,0,0
PAYMENT,6221.43,13513.57,0,0,0
TRANSFER,1361.29,15117.71,5058,0,0
PAYMENT,4594.28,30648.72,0,0,0
PAYMENT,12122.55,0,0,0,0
PAYMENT,2421.15,9936.85,0,0,0
DEBIT,2840.25,0,1268668.92,1187114.17,0
TRANSFER,279422.78,0,3461666.05,3726770.23,0
PAYMENT,13890.24,483525.74,0,0,0
PAYMENT,9496.55,0,0,0,0
PAYMENT,3004.57,0,0,0,0
PAYMENT,4674,0,0,0,0
PAYMENT,2518.13,0,0,0,0
PAYMENT,6365,0,0,0,0
PAYMENT,26035.82,0,0,0,0
PAYMENT,12000.58,0,0,0,0
PAYMENT,5717.58,0,0,0,0
PAYMENT,15646.06,0,0,0,0
PAYMENT,4905.54,0,0,0,0
PAYMENT,7029.12,0,0,0,0
PAYMENT,2374.49,0,0,0,0
PAYMENT,6579.9,4852.1,0,0,0
PAYMENT,2481.59,2370.51,0,0,0
PAYMENT,6720.15,0,0,0,0
PAYMENT,6426.8,0,0,0,0
PAYMENT,5274.17,124551.83,0,0,0
PAYMENT,4149.27,30717.73,0,0,0
CASH_OUT,119542.86,0,9940339.29,9367714.52,0
PAYMENT,25424.36,44332.5,0,0,0
CASH_OUT,289715.28,0,10588885.27,10155564.02,0
PAYMENT,3149.19,0,0,0,0
PAYMENT,18952.73,0,0,0,0
DEBIT,2983.5,16743.76,97128.19,100111.69,0
PAYMENT,13.54,16730.22,0,0,0
PAYMENT,4209.57,0,0,0,0
PAYMENT,6.93,68260.07,0,0,0
PAYMENT,7055.84,41859.16,0,0,0
PAYMENT,1058.63,4973.37,0,0,0
PAYMENT,5973.9,52345.82,0,0,0
PAYMENT,6397.18,45948.64,0,0,0
PAYMENT,3076.45,894074.39,0,0,0
CASH_OUT,100740.53,595572.48,6453430.91,6534746.07,0
CASH_OUT,14166.38,581406.1,34155.22,47409.85,0
CASH_OUT,134543.6,446862.5,420946.86,877201.48,0
CASH_OUT,282944.06,115711.62,427095,11073556.18,0
CASH_OUT,19270.14,96441.48,42450.71,103167.33,0
PAYMENT,5983.51,42990.49,0,0,0
PAYMENT,2388.24,9875.76,0,0,0
PAYMENT,6381.32,26627.12,0,0,0
PAYMENT,9899.52,16727.6,0,0,0
PAYMENT,2368.4,47875.6,0,0,0
PAYMENT,5764.6,8060.4,0,0,0
PAYMENT,3236.86,18156.14,0,0,0
DEBIT,11388.1,43997.9,92307.65,47457.17,0
TRANSFER,124041.53,0,65,34856.89,0
PAYMENT,12061.28,0,0,0,0
DEBIT,1072.36,315.64,456986,147251.58,0
CASH_OUT,457194.09,0,651524.92,483173.63,0
TRANSFER,219583.95,0,383533.35,393957.76,0
PAYMENT,6015.17,28477.83,0,0,0
CASH_IN,190398.63,472225.03,674707,176131.8,0
CASH_IN,149651.68,621876.71,484308.37,176131.8,0
CASH_IN,1030100.15,1736504.51,1567434.81,90450.54,0
CASH_IN,55091.05,1791595.57,247063.16,224705.73,0
CASH_IN,294676.6,2404481.78,9291619.62,10695480.59,0
CASH_IN,294304.91,2698786.7,4619798.56,3964356.31,0
CASH_IN,276273.67,277195.67,6830.83,0,0
PAYMENT,11335.23,0,0,0,0
DEBIT,924.07,20973.93,20955,0,0
CASH_IN,132540.87,170744.21,507973.21,84916.82,0
CASH_IN,170914.25,341658.45,196149,25234.75,0
CASH_IN,17487.62,359146.07,1108719.01,483173.63,0
CASH_IN,230892.79,590038.87,5602234.95,5729799.14,0
CASH_IN,452932.69,1777628.65,3741088.83,3726770.23,0
CASH_IN,70299.66,1847928.31,701828.25,45982.28,0
CASH_IN,245679.75,2093608.06,555490.45,877201.48,0
CASH_IN,90697.75,2485074.59,4891090.56,4629353.77,0
CASH_IN,130280.74,2615355.34,10878600.55,10155564.02,0
CASH_IN,72984.81,2688340.14,1254956.07,1070702.75,0
CASH_IN,336230.03,3024570.17,537334.66,90450.54,0
CASH_IN,76305.39,3324026.03,601898.44,792325.38,0
CASH_IN,68931.2,3411151.57,79933,0,0
CASH_IN,156316.71,3798928.38,269880,0,0
CASH_IN,232720.95,4031649.33,1789755.77,1155321.27,0
CASH_IN,18536.86,4050186.19,303464,0,0
CASH_IN,89380.43,4139566.62,221328,58638.78,0
CASH_IN,568912.68,4708479.3,1015132.48,1097218.45,0
PAYMENT,3351.14,0,0,0,0
PAYMENT,4564.51,0,0,0,0
PAYMENT,3050.39,0,0,0,0
PAYMENT,942.95,0,0,0,0
PAYMENT,121.27,0,0,0,0
PAYMENT,3798.36,0,0,0,0
PAYMENT,2246.11,0,0,0,0
PAYMENT,25767.46,0,0,0,0
PAYMENT,6054.6,0,0,0,0
PAYMENT,1816.52,0,0,0,0
PAYMENT,5171.22,0,0,0,0
PAYMENT,1566.11,0,0,0,0
PAYMENT,7014.89,0,0,0,0
PAYMENT,3858.3,0,0,0,0
PAYMENT,27018.5,0,0,0,0
PAYMENT,2879.51,0,0,0,0
PAYMENT,18975.26,0,0,0,0
PAYMENT,2807.18,461075.82,0,0,0
PAYMENT,2746.12,48696.88,0,0,0
PAYMENT,5256.18,4879.82,0,0,0
PAYMENT,2153.73,13255.27,0,0,0
PAYMENT,4378.75,6572.25,0,0,0
PAYMENT,16910.42,28231.58,0,0,0
PAYMENT,4195.41,11008.59,0,0,0
CASH_OUT,247199.96,0,40348.79,82846.67,0
PAYMENT,5986.18,0,0,0,0
PAYMENT,6794.37,0,0,0,0
PAYMENT,4489.66,596783.34,0,0,0
PAYMENT,5193.39,27262.61,0,0,0
DEBIT,4188.03,4576.97,16097.76,20285.79,0
PAYMENT,4975.75,0,0,0,0
TRANSFER,91424.21,0,154845,0,0
PAYMENT,1780.48,24229.52,0,0,0
CASH_IN,9467.87,15538.87,0,0,0
CASH_OUT,519973.96,0,0,135715.81,0
PAYMENT,7071.42,30132.19,0,0,0
PAYMENT,7852.4,13514.6,0,0,0
PAYMENT,4453.49,32538.51,0,0,0
PAYMENT,5111.72,52531.3,0,0,0
PAYMENT,232.74,52298.57,0,0,0
DEBIT,8326.13,17348.87,16727.6,25053.73,0
PAYMENT,10169.55,0,0,0,0
PAYMENT,4655.03,160430.97,0,0,0
PAYMENT,2732.73,1943.27,0,0,0
TRANSFER,92236.11,0,272537.66,86070.17,0
TRANSFER,104267.94,0,189534.74,352750.76,0
TRANSFER,176127.45,0,407298.23,61151.23,0
TRANSFER,94087.34,0,2905646.78,2906551.06,0
TRANSFER,172867.65,0,698572,330085.6,0
TRANSFER,277611.59,0,309810.71,877201.48,0
TRANSFER,1755646.72,0,2719172.89,4410975.57,0
TRANSFER,2441078.3,0,8996943.02,10695480.59,0
TRANSFER,1147953.82,0,4708479.3,5579568.65,0
TRANSFER,395709.23,0,446219.81,1097218.45,0
TRANSFER,168001.93,0,266267.36,469207.53,0
TRANSFER,2032275.62,0,3420103.09,5056707.37,0
TRANSFER,44944.32,0,55414,100358.32,0
TRANSFER,957339.52,0,5652327.61,6609667.12,0
TRANSFER,459709.79,0,710039.06,11073556.18,0
TRANSFER,637758.38,0,1181971.26,1070702.75,0
DEBIT,525.22,9703.78,1003,1528.22,0
PAYMENT,3847.27,32910.4,0,0,0
PAYMENT,14126.82,18783.58,0,0,0
PAYMENT,5478.51,0,0,0,0
TRANSFER,194351.55,0,10389.58,51574.35,0
CASH_OUT,230943.69,209548.6,3288156.14,3726770.23,0
PAYMENT,6904.63,1812825.01,0,0,0
PAYMENT,3065.84,1809759.18,0,0,0
PAYMENT,5641.56,1804117.61,0,0,0
PAYMENT,3422.04,1800695.57,0,0,0
PAYMENT,1380.16,1799315.42,0,0,0
PAYMENT,2064.02,1796570.34,0,0,0
PAYMENT,12605.06,1783965.28,0,0,0
PAYMENT,8923.42,1775041.86,0,0,0
PAYMENT,7761.72,1767280.15,0,0,0
PAYMENT,2274.37,132683.63,0,0,0
PAYMENT,2673.52,49201.48,0,0,0
PAYMENT,6022.64,44929.36,0,0,0
DEBIT,891.93,50575.07,55432,8813776.61,0
PAYMENT,5055.22,0,0,0,0
PAYMENT,5726.49,43734.51,0,0,0
PAYMENT,3738.25,21339.75,0,0,0
PAYMENT,3608.34,81323.66,0,0,0
PAYMENT,4050.19,24400.81,0,0,0
PAYMENT,8146.24,44183.76,0,0,0
PAYMENT,830.96,10143.04,0,0,0
PAYMENT,6292.23,0,0,0,0
PAYMENT,969.76,0,0,0,0
PAYMENT,2565.39,28144.61,0,0,0
DEBIT,2050.83,21196.17,485446.05,267912.2,0
PAYMENT,7199.26,116107.74,0,0,0
CASH_OUT,127143.23,0,587422.29,877201.48,0
CASH_OUT,276138.13,0,10599,0,0
PAYMENT,265.8,3501.2,0,0,0
PAYMENT,2211.53,18266.47,0,0,0
PAYMENT,5298.21,481764.79,0,0,0
PAYMENT,3904.44,0,0,0,0
PAYMENT,8001.69,43104.31,0,0,0
PAYMENT,1361.26,21329.74,0,0,0
PAYMENT,3638.87,42823.36,0,0,0
CASH_IN,54152.03,96975.39,11438021.32,10695480.59,0
CASH_IN,22765.47,119740.86,117682,81993.37,0
CASH_IN,133621.41,253362.28,158433.78,24812.36,0
CASH_IN,215511.92,468874.2,1271509.17,1187114.17,0
CASH_IN,205612.49,674486.68,557537.26,74144.04,0
CASH_IN,113486.72,787973.4,185389.8,71903.08,0
CASH_IN,38883.63,826857.03,122750.49,83866.86,0
CASH_IN,242679.64,1069536.68,5452378.71,5056707.37,0
CASH_IN,17791.71,1087328.38,20904,3112.29,0
CASH_IN,248307.1,1335635.48,11383869.29,10695480.59,0
CASH_IN,203301.58,1539848.82,2025098.66,1791710.89,0
CASH_IN,457363.51,1997212.32,6554171.44,6534746.07,0
CASH_IN,34638.53,2158801.76,287548.75,82846.67,0
CASH_IN,152873.19,2311674.95,342485,75329.4,0
CASH_IN,27363.26,2339038.21,19169204.93,18122628.7,0
CASH_IN,184263.87,2523302.08,10681238.79,10135911.23,0
CASH_IN,178912.5,2702214.59,302417,17504.47,0
CASH_IN,172844.87,2912649.49,5856433.12,5579568.65,0
CASH_IN,131027.05,3043676.54,178120.16,10317.66,0
CASH_IN,44873.56,3088550.1,1363368.51,0,0
CASH_IN,405429.47,3493979.56,2444985.19,2107162.1,0
CASH_IN,44809.72,3538789.28,5683588.25,5579568.65,0
CASH_IN,1076.27,3539865.55,22774.25,23539.55,0
CASH_IN,61546.97,3601412.53,217862.21,8722.97,0
CASH_IN,36040.39,3773118.02,51291,0,0
CASH_IN,33692.43,3806810.45,1114787.21,1259045.81,0
CASH_IN,312061.25,4118871.69,1178808.14,0,0
CASH_IN,160565,4279436.69,841929.03,1097218.45,0
CASH_IN,226580.84,4506017.53,286737.13,0,0
CASH_IN,71176.26,4577193.8,2539946.14,1923836.34,0
CASH_IN,223565.38,4800759.18,343264.42,176131.8,0
CASH_IN,208664.25,4800759.18,4800759.18,7416184.79,0
CASH_IN,425986.84,5226746.02,19141841.67,18122628.7,0
CASH_IN,95564.34,5422437.76,97263.78,1699.44,0
CASH_IN,484.57,5422922.33,5638778.53,5579568.65,0
CASH_IN,113287.66,5536209.99,113563.29,0,0
CASH_IN,92398.49,5628608.48,1318494.95,0,0
CASH_IN,198303.64,5826912.11,10059882.15,9367714.52,0
CASH_IN,126873.28,5953785.39,9861578.52,9367714.52,0
CASH_IN,12229.75,5966015.15,15375.37,3145.61,0
CASH_IN,20490.81,5986505.96,21695,1204.19,0
CASH_IN,86419.78,6072925.74,714565.52,877201.48,0
CASH_IN,122464.68,6195390.42,293802.68,352750.76,0
CASH_IN,18598.96,6213989.38,361384.16,637928.74,0
CASH_IN,287126.8,6501116.17,790976.57,138395.49,0
CASH_IN,8261.33,6509377.51,90948.3,138627.65,0
CASH_IN,301755.98,6509377.51,6509377.51,7416184.79,0
CASH_IN,121723,6631100.51,519973.96,135715.81,0
CASH_IN,110654.09,6741754.6,201104.63,90450.54,0
CASH_IN,23795.08,6765549.68,39894,0,0
CASH_IN,314025.37,7210213.98,1767280.15,1070702.75,0
CASH_IN,90540.93,7300754.91,181049.46,97990.29,0
CASH_IN,61515.99,7471989.62,18715854.83,18122628.7,0
CASH_IN,43478.09,7515467.71,124103,173135.98,0
PAYMENT,525.89,7970.72,0,0,0
PAYMENT,353.62,7617.1,0,0,0
PAYMENT,1826.81,22795.19,0,0,0
PAYMENT,7709.2,44442.8,0,0,0
PAYMENT,3023.16,0,0,0,0
PAYMENT,8702.16,12226.84,0,0,0
PAYMENT,1552.48,0,0,0,0
PAYMENT,5179.7,100245.3,0,0,0
PAYMENT,292.45,156919.55,0,0,0
PAYMENT,4424.09,6266.91,0,0,0
PAYMENT,10967.1,273208.5,0,0,0
PAYMENT,16171.2,0,0,0,0
CASH_IN,171039.04,190315.04,4800392.81,4629353.77,0
PAYMENT,1876.99,36752.01,0,0,0
PAYMENT,8053.59,72237.41,0,0,0
PAYMENT,458.45,107592.55,0,0,0
DEBIT,3167.07,128780.5,628145.74,877201.48,0
PAYMENT,191.73,885.27,0,0,0
PAYMENT,3849.14,16453.86,0,0,0
PAYMENT,9006.17,21904.83,0,0,0
PAYMENT,1128.88,88277.12,0,0,0
PAYMENT,4089.67,120489.33,0,0,0
PAYMENT,5061.75,16028.25,0,0,0
PAYMENT,7807.42,22174.58,0,0,0
PAYMENT,10684.01,11490.57,0,0,0
PAYMENT,6328.21,2680.79,0,0,0
PAYMENT,6125.72,14868.28,0,0,0
CASH_IN,186660.82,242984.75,0,0,0
CASH_IN,168258.14,411242.89,7515467.71,7416184.79,0
CASH_IN,142236.29,553479.18,424250.45,282014.16,0
CASH_IN,29488.46,582967.64,3554299.27,3541578.38,0
CASH_IN,206432.17,1241878.36,260175.23,53743.06,0
CASH_IN,68513.25,1398839.54,156315.24,8722.97,0
CASH_IN,147141.81,1545981.34,221285.85,74144.04,0
CASH_IN,208973.73,1754955.07,2999734.12,2906551.06,0
CASH_IN,202758.62,1957713.69,631528.6,45982.28,0
CASH_IN,238861.93,2196575.62,12409839.49,11914710.26,0
CASH_IN,156534.89,2353110.51,483525.74,11142.89,0
CASH_IN,255232.66,2608343.17,337842.3,84916.82,0
CASH_IN,564827.72,3173170.89,3545290.01,2798692.37,0
CASH_IN,129909.22,3600117.74,1226096.46,0,0
CASH_IN,209929.52,3810047.26,708608.07,449166.44,0
CASH_IN,9023.2,3819070.46,1055997.26,1187114.17,0
CASH_IN,172485.68,4011556.46,434269.29,469207.53,0
CASH_IN,398355.98,4670792.76,9734705.24,9367714.52,0
CASH_IN,46615.49,4901355.64,189611.81,75329.4,0
CASH_IN,174213.34,5075568.98,1557034.82,1155321.27,0
CASH_IN,98104.83,5173673.81,487496.88,267912.2,0
CASH_IN,67666.92,5241340.73,142996.32,75329.4,0
CASH_IN,177577.58,5418918.31,428769.98,45982.28,0
CASH_IN,308322,5727240.3,12170977.57,11914710.26,0
CASH_IN,320217.01,6168937.16,326990.85,11142.89,0
CASH_IN,28247.25,6197184.41,204741.13,51574.35,0
CASH_IN,83247.74,6280432.15,631312.81,877201.48,0
CASH_IN,64978.38,6345410.53,284927.14,0,0
CASH_IN,158226.9,6782341.03,9336349.25,9367714.52,0
CASH_IN,284839.92,7067180.95,2207889.56,1923836.34,0
CASH_IN,137964.43,7205145.37,6096807.93,6534746.07,0
CASH_IN,160690.6,7365835.98,10496974.91,10135911.23,0
CASH_IN,72644.99,7438480.97,3524810.81,3541578.38,0
CASH_IN,151228.18,7589709.15,503849.77,138395.49,0
CASH_IN,29929.77,7619638.92,42932.68,13002.91,0
CASH_IN,30070.91,7649709.82,53275,241346.84,0
CASH_IN,209159.54,7858869.37,603117.3,393957.76,0
CASH_IN,216556.93,8185194.94,1453254.77,1070702.75,0
CASH_IN,85917.73,8271112.67,387263.02,360326.58,0
CASH_IN,208366.03,8479478.7,2980462.29,2798692.37,0
CASH_IN,149683.03,8665413,4325493.65,3964356.31,0
CASH_IN,56238.58,8721651.58,103695.75,47457.17,0
CASH_IN,32852.19,8859677.3,5638293.96,5579568.65,0
CASH_IN,22096.38,8881773.68,871439.65,330085.6,0
PAYMENT,3840.87,13216.13,0,0,0
PAYMENT,3604.2,109098.8,0,0,0
TRANSFER,106141.92,2956.89,849343.27,330085.6,0
TRANSFER,82616.3,0,106637,283047.18,0
TRANSFER,149935.68,0,204822.85,354758.53,0
TRANSFER,13126.23,0,15349,0,0
PAYMENT,2507.52,2734.48,0,0,0
DEBIT,3718.7,17074.3,13785.78,17504.47,0
PAYMENT,4343.55,26388.45,0,0,0
PAYMENT,157.91,14.09,0,0,0
CASH_OUT,55898.94,0,525593.05,792325.38,0
PAYMENT,2038.61,27995.39,0,0,0
CASH_OUT,52054.69,0,11862655.57,11914710.26,0
PAYMENT,61.68,6399.32,0,0,0
PAYMENT,10553.58,119685.42,0,0,0
PAYMENT,9034.36,10827.64,0,0,0
DEBIT,1332.91,4249.09,31184,0,0
PAYMENT,13832.09,0,0,0,0
PAYMENT,29.26,10430.74,0,0,0
CASH_OUT,26596.11,0,2772096.26,2798692.37,0
PAYMENT,5179.74,19326.26,0,0,0
